"batter" "launch_angle" "launch_speed" "events" "estimated_ba_using_speedangle" "estimated_woba_using_speedangle"
"15140" 686681 47 77.4 "field_out" 0.083 0.086
"15141" 642715 11 87.3 "force_out" 0.603 0.543
"15142" 608369 13 71.5 "field_out" 0.389 0.35
"15143" 642336 -3 93.8 "field_out" 0.28 0.262
"15144" 592206 -15 100.6 "field_out" 0.2 0.18
"15145" 663586 -12 72.7 "force_out" 0.06 0.054
"15146" 608336 13 95.2 "single" 0.931 0.913
"15147" 572204 -13 90.8 "field_out" 0.137 0.128
"15148" 606115 29 88 "field_out" 0.071 0.089
"15149" 514888 25 87.9 "field_out" 0.134 0.145
"15150" 502054 30 99.8 "field_out" 0.503 0.935
"15151" 665489 -24 74.9 "field_out" 0.023 0.021
"15152" 678246 63 92.6 "field_out" 0.009 0.008
"15153" 596847 -13 87 "grounded_into_double_play" 0.111 0.1
"15154" 572761 -11 85.9 "field_out" 0.157 0.163
"15155" 663586 23 76.1 "single" 0.883 0.86
"15156" 668472 63 90.1 "field_out" 0.006 0.006
"15157" 686469 24 70.9 "single" 0.926 0.864
"15158" 622682 -1 70 "force_out" 0.12 0.116
"15159" 516782 24 89.5 "field_out" 0.157 0.175
"15160" 621433 72 92 "field_out" 0.009 0.008
"15161" 571466 19 72.5 "single" 0.854 0.797
"15162" 571448 9 99.3 "single" 0.691 0.645
"15163" 683734 26 95.5 "field_out" 0.191 0.246
"15164" 578428 -25 84.1 "force_out" 0.057 0.051
"15165" 662139 -25 78.8 "field_out" 0.043 0.043
"15166" 646240 8 105.5 "field_out" 0.691 0.665
"15167" 621563 -21 103.5 "single" 0.2 0.202
"15168" 663611 27 70.1 "single" 0.92 0.872
"15169" 643265 34 85.6 "field_out" 0.017 0.021
"15170" 543760 73 85.8 "field_out" 0.006 0.005
"15171" 680757 -84 53.7 "field_out" 0.151 0.136
"15172" 607732 56 79.6 "field_out" 0.054 0.061
"15173" 592663 4 75.6 "field_out" 0.22 0.204
"15174" 453568 18 91.8 "field_out" 0.574 0.587
"15175" 645302 0 108.5 "field_out" 0.503 0.463
"15176" 606192 -80 62 "field_out" 0.189 0.17
"15177" 676369 8 82.9 "field_out" 0.423 0.392
"15178" 621043 -31 103.8 "field_out" 0.114 0.103
"15179" 516416 -18 64.1 "field_out" 0.04 0.036
"15180" 595909 28 90.7 "field_out" 0.103 0.131
"15181" 467793 -37 58.1 "field_out" 0.086 0.077
"15182" 642336 33 76.1 "field_out" 0.229 0.217
"15183" 676801 0 35.6 "single" 0.206 0.205
"15184" 650490 -54 74.1 "field_out" 0.22 0.201
"15185" 668227 -3 109.7 "field_out" 0.463 0.426
"15186" 502671 -20 97.3 "field_out" 0.114 0.103
"15187" 493329 3 95.2 "single" 0.429 0.4
"15188" 668804 11 92.7 "single" 0.771 0.715
"15189" 593643 56 85.3 "field_out" 0.02 0.02
"15190" 665742 -20 72 "field_out" 0.046 0.041
"15191" 595909 13 96.4 "single" 0.92 0.892
"15192" 624428 6 79.6 "field_out" 0.303 0.273
"15193" 642133 29 79.4 "field_out" 0.189 0.17
"15194" 650333 29 89.8 "field_out" 0.083 0.111
"15195" 606132 -23 91.8 "field_out" 0.103 0.1
"15196" 493329 -32 76.2 "field_out" 0.06 0.056
"15197" 607043 18 100.4 "double" 0.411 0.489
"15198" 650333 41 83.4 "field_out" 0.023 0.027
"15199" 666185 -8 84.5 "field_out" 0.114 0.103
"15200" 669222 6 90.6 "single" 0.474 0.455
"15201" 570482 7 105 "single" 0.606 0.548
"15202" 623205 -80 44.4 "sac_bunt" 0.16 0.144
"15203" 657077 33 97.3 "field_out" 0.197 0.364
"15204" 605170 -21 93.5 "field_out" 0.109 0.103
"15205" 642708 54 64.2 "field_out" 0.069 0.062
"15206" 518735 41 96.1 "field_out" 0.04 0.066
"15207" 669701 32 87.9 "field_out" 0.029 0.029
"15208" 665161 -48 79.2 "field_out" 0.137 0.123
"15209" 678246 48 81.2 "field_out" 0.034 0.04
"15210" 680776 -6 74.5 "field_out" 0.077 0.069
"15211" 622761 3 44.2 "force_out" 0.169 0.161
"15212" 571657 3 86.8 "single" 0.346 0.326
"15213" 572191 38 73.8 "single" 0.291 0.294
"15214" 641531 21 81.4 "double" 0.783 0.752
"15215" 663697 -25 75.5 "field_out" 0.026 0.023
"15216" 605141 21 107.2 "double" 0.823 1.353
"15217" 663611 12 87.3 "single" 0.729 0.665
"15218" 671277 19 82.5 "single" 0.883 0.846
"15219" 608369 13 84.8 "single" 0.766 0.701
"15220" 543305 54 97.8 "field_out" 0.011 0.015
"15221" 573131 30 93.2 "double" 0.109 0.176
"15222" 650333 23 89.8 "field_out" 0.226 0.255
"15223" 607043 49 80.5 "field_out" 0.034 0.039
"15224" 668804 -15 101.9 "field_out" 0.223 0.204
"15225" 650489 10 62.7 "field_out" 0.234 0.211
"15226" 641355 48 90.6 "field_out" 0.006 0.005
"15227" 595879 38 69.2 "field_out" 0.589 0.592
"15228" 669742 22 93.6 "field_out" 0.194 0.228
"15229" 656775 22 106.5 "double" 0.857 1.478
"15230" 602104 -35 37.5 "sac_bunt" 0.249 0.248
"15231" 621512 20 100.5 "double" 0.383 0.487
"15232" 682985 11 108.3 "single" 0.903 0.929
"15233" 543760 16 73.3 "field_out" 0.651 0.586
"15234" 624503 31 101.1 "double" 0.56 1.081
"15235" 664040 12 90.3 "single" 0.82 0.794
"15236" 672779 -28 65.8 "field_out" 0.04 0.036
"15237" 664761 4 83.7 "grounded_into_double_play" 0.326 0.302
"15238" 594838 36 100.8 "field_out" 0.351 0.696
"15239" 664058 20 98.3 "home_run" 0.274 0.305
"15240" 641779 14 93.9 "double" 0.92 0.928
"15241" 665120 31 68.1 "single" 0.871 0.842
"15242" 620443 17 103.5 "single" 0.509 0.606
"15243" 669221 29 100.3 "field_out" 0.506 0.921
"15244" 606157 -21 84.5 "force_out" 0.077 0.069
"15245" 547989 -52 60.5 "field_out" 0.214 0.193
"15246" 668709 21 103.3 "field_out" 0.626 0.884
"15247" 657041 15 110.1 "double" 0.711 0.793
"15248" 640461 34 93.3 "field_out" 0.057 0.091
"15249" 672695 -12 83.8 "field_out" 0.131 0.124
"15250" 650859 27 80.8 "field_out" 0.183 0.165
"15251" 641531 -16 88.4 "field_out" 0.1 0.09
"15252" 663586 -36 89 "field_out" 0.077 0.069
"15253" 664774 26 102.8 "home_run" 0.766 1.434
"15254" 621512 -56 73.2 "field_out" 0.231 0.208
"15255" 571970 27 105.8 "home_run" 0.923 1.869
"15256" 670764 49 68.9 "field_out" 0.171 0.157
"15257" 661531 11 102.7 "single" 0.894 0.874
"15258" 650559 31 93.3 "field_out" 0.109 0.189
"15259" 570731 16 101.6 "sac_fly" 0.529 0.566
"15260" 664731 37 103.9 "home_run" 0.497 0.989
"15261" 542583 72 78.9 "field_out" 0.006 0.005
"15262" 660707 25 101.3 "home_run" 0.56 0.884
"15263" 650489 22 79.6 "double" 0.78 0.777
"15264" 663698 30 72.8 "single" 0.614 0.612
"15265" 681146 -5 97.4 "single" 0.274 0.25
"15266" 641487 -60 51.4 "single" 0.214 0.193
"15267" 608348 -1 102.8 "single" 0.409 0.374
"15268" 592192 -16 108 "fielders_choice" 0.217 0.195
"15269" 542194 16 108.8 "double" 0.694 0.832
"15270" 518735 -55 65.7 "field_out" 0.251 0.236
"15271" 660271 25 90.5 "field_out" 0.16 0.207
"15272" 666915 44 77.8 "field_out" 0.054 0.049
"15273" 467793 26 90.6 "field_out" 0.137 0.173
"15274" 666179 -27 88.6 "field_out" 0.063 0.057
"15275" 443558 -14 96.6 "field_out" 0.194 0.176
"15276" 642715 2 71.9 "single" 0.137 0.131
"15277" 500871 64 92.7 "field_out" 0.011 0.013
"15278" 518692 44 96 "field_out" 0.017 0.025
"15279" 621563 33 90.3 "field_out" 0.046 0.073
"15280" 543063 -19 76.7 "field_out" 0.046 0.043
"15281" 621439 72 93 "field_out" 0.011 0.01
"15282" 571657 76 90.5 "field_out" 0.009 0.008
"15283" 663538 41 68.8 "single" 0.48 0.493
"15284" 553993 -4 86.5 "grounded_into_double_play" 0.154 0.139
"15285" 623993 11 105.9 "double" 0.897 0.933
"15286" 573262 44 96.8 "field_out" 0.02 0.026
"15287" 641313 -30 95.8 "field_out" 0.117 0.121
"15288" 573131 -65 62.1 "single" 0.266 0.253
"15289" 621043 -31 64.7 "field_out" 0.043 0.039
"15290" 545341 0 103.4 "single" 0.469 0.441
"15291" 650333 19 93.7 "double" 0.349 0.342
"15292" 621566 57 86.2 "field_out" 0.017 0.015
"15293" 669397 61 62.2 "field_out" 0.009 0.008
"15294" 572228 35 101.1 "home_run" 0.409 0.816
"15295" 600869 16 86.8 "single" 0.946 0.887
"15296" 664023 11 106.4 "single" 0.897 0.933
"15297" 641796 -53 73 "field_out" 0.229 0.222
"15298" 668939 34 86.6 "field_out" 0.017 0.02
"15299" 500743 57 68 "field_out" 0.043 0.039
"15300" 664702 2 99.3 "field_out" 0.426 0.384
"15301" 664983 -32 107 "field_out" 0.106 0.095
"15302" 516782 18 92 "field_out" 0.574 0.587
"15303" 624414 -19 87.8 "single" 0.1 0.091
"15304" 607208 29 98.3 "field_out" 0.354 0.616
"15305" 665742 -13 95.8 "force_out" 0.174 0.157
"15306" 669222 31 81.7 "field_out" 0.057 0.061
"15307" 621493 -9 78.8 "field_out" 0.103 0.1
"15308" 641857 -17 82 "field_out" 0.077 0.07
"15309" 621020 75 72.1 "field_out" 0.006 0.006
"15310" 666160 39 92.6 "field_out" 0.037 0.047
"15311" 662139 27 96.2 "home_run" 0.263 0.403
"15312" 673548 -13 92.5 "grounded_into_double_play" 0.149 0.134
"15313" 514917 4 88.5 "field_out" 0.386 0.37
"15314" 543068 17 104.8 "double" 0.517 0.603
"15315" 595777 30 79.7 "field_out" 0.1 0.09
"15316" 474832 54 90.7 "field_out" 0.014 0.016
"15317" 493329 -31 75.8 "field_out" 0.057 0.056
"15318" 544725 -13 82.5 "field_out" 0.114 0.109
"15319" 572233 2 91 "field_out" 0.343 0.318
"15320" 435559 28 97 "double" 0.314 0.511
"15321" 621438 56 91.5 "field_out" 0.006 0.005
"15322" 624413 -48 56.5 "single" 0.171 0.154
"15323" 657557 -26 88.4 "field_out" 0.06 0.054
"15324" 645302 21 84.3 "double" 0.549 0.52
"15325" 514888 -8 98 "field_out" 0.271 0.263
"15326" 643396 -56 61 "field_out" 0.237 0.213
"15327" 663697 -24 72.4 "field_error" 0.031 0.028
"15328" 575929 7 98.2 "single" 0.626 0.589
"15329" 676694 23 99 "double" 0.4 0.566
"15330" 663457 25 88.5 "field_out" 0.134 0.145
"15331" 545121 39 90.6 "field_out" 0.023 0.027
"15332" 506702 -28 77.5 "field_out" 0.034 0.031
"15333" 663898 -14 85.3 "grounded_into_double_play" 0.111 0.1
"15334" 444482 -5 98.7 "fielders_choice_out" 0.289 0.26
"15335" 527038 1 93.4 "single" 0.4 0.403
"15336" 606466 39 96.3 "field_out" 0.066 0.106
"15337" 543305 6 100.6 "field_out" 0.663 0.624
"15338" 663586 57 78.4 "field_out" 0.06 0.064
"15339" 666181 60 85 "field_out" 0.026 0.033
"15340" 663647 10 97.6 "single" 0.734 0.672
"15341" 596019 -21 93.1 "field_out" 0.109 0.103
"15342" 408234 -9 94.8 "field_out" 0.206 0.185
"15343" 572039 23 85.6 "field_out" 0.28 0.261
"15344" 594838 21 96.2 "field_out" 0.237 0.286
"15345" 578428 20 67.1 "single" 0.709 0.638
"15346" 664034 6 96.2 "single" 0.549 0.532
"15347" 669701 1 96.6 "single" 0.426 0.4
"15348" 656775 13 96.3 "single" 0.92 0.892
"15349" 592325 21 103.6 "double" 0.634 0.884
"15350" 677950 -5 98.4 "field_out" 0.274 0.247
"15351" 664058 19 90.6 "field_out" 0.46 0.456
"15352" 605170 -62 50.7 "field_out" 0.234 0.215
"15353" 605141 23 81.6 "single" 0.509 0.496
"15354" 649966 75 84.9 "field_out" 0.009 0.009
"15355" 621020 25 82.4 "field_out" 0.283 0.276
"15356" 650331 27 87.8 "field_out" 0.1 0.128
"15357" 657077 22 105.4 "home_run" 0.789 1.269
"15358" 596748 14 82.6 "single" 0.803 0.763
"15359" 572761 25 88.3 "field_out" 0.134 0.145
"15360" 657757 29 79.4 "field_out" 0.189 0.17
"15361" 657041 68 80.3 "field_out" 0.006 0.005
"15362" 543510 41 76.4 "field_out" 0.123 0.13
"15363" 595909 -6 90.5 "field_out" 0.169 0.152
"15364" 677649 27 52.8 "field_out" 0.334 0.301
"15365" 676801 -13 79.8 "grounded_into_double_play" 0.091 0.082
"15366" 542364 11 92.9 "single" 0.771 0.715
"15367" 668804 5 86.4 "field_out" 0.426 0.432
"15368" 660757 10 105.7 "single" 0.82 0.81
"15369" 592626 6 108.9 "field_out" 0.669 0.628
"15370" 669374 26 106.6 "home_run" 0.963 1.957
"15371" 543877 9 99.4 "single" 0.691 0.645
"15372" 660670 19 106.6 "double" 0.674 0.921
"15373" 647304 59 75.1 "field_out" 0.051 0.058
"15374" 595879 4 111.1 "field_out" 0.634 0.584
"15375" 666160 32 97.9 "home_run" 0.297 0.579
"15376" 608841 -18 106.9 "force_out" 0.191 0.172
"15377" 501303 3 88.8 "fielders_choice_out" 0.323 0.291
"15378" 676480 31 105 "home_run" 0.791 1.63
"15379" 668942 19 91.7 "double_play" 0.38 0.356
"15380" 670623 -13 96.7 "double" 0.203 0.189
"15381" 650619 15 101.7 "single" 0.626 0.641
"15382" 650859 27 81.8 "field_out" 0.18 0.188
"15383" 572041 -1 89.2 "field_out" 0.246 0.228
"15384" 600303 12 95.4 "double" 0.894 0.873
"15385" 641645 13 85.5 "field_out" 0.82 0.772
"15386" 462101 1 103.6 "field_out" 0.466 0.42
"15387" 641820 -10 74.8 "field_out" 0.069 0.062
"15388" 621028 46 88.7 "field_out" 0.011 0.017
"15389" 660271 36 88.5 "field_out" 0.02 0.029
"15390" 608070 43 90.1 "field_out" 0.006 0.007
"15391" 669004 -11 101.4 "field_out" 0.274 0.273
"15392" 605131 48 88.6 "field_out" 0.006 0.005
"15393" 666624 -17 87.8 "single" 0.103 0.094
"15394" 641779 51 55.9 "field_out" 0.063 0.057
"15395" 665750 -20 83.2 "field_out" 0.06 0.054
"15396" 453568 -4 84.4 "field_out" 0.16 0.155
"15397" 660162 -27 106.9 "field_out" 0.12 0.108
"15398" 624428 -40 39.8 "sac_bunt" 0.226 0.215
"15399" 671739 -6 91.5 "single" 0.186 0.167
"15400" 664774 46 73.6 "field_out" 0.16 0.171
"15401" 672695 -68 45.3 "sac_bunt" 0.206 0.185
"15402" 624503 41 78.5 "field_out" 0.046 0.041
"15403" 621493 30 92.7 "field_out" 0.109 0.176
"15404" 608348 4 83.2 "single" 0.283 0.255
"15405" 622761 5 102.4 "field_out" 0.603 0.562
"15406" 682985 3 100 "field_out" 0.471 0.424
"15407" 673490 38 84.7 "field_out" 0.014 0.018
"15408" 672284 23 77.3 "single" 0.851 0.839
"15409" 476704 17 95.1 "field_out" 0.56 0.568
"15410" 571448 -7 95.6 "field_out" 0.237 0.224
"15411" 643376 24 103.9 "field_out" 0.823 1.487
"15412" 663743 32 93.5 "field_out" 0.106 0.178
"15413" 670032 18 64.1 "field_out" 0.471 0.424
"15414" 663728 -20 93.7 "field_out" 0.106 0.095
"15415" 622682 12 98.1 "double" 0.906 0.873
"15416" 502671 23 104.2 "double" 0.789 1.322
"15417" 641487 23 93.5 "field_out" 0.174 0.212
"15418" 606115 -6 93.3 "grounded_into_double_play" 0.217 0.205
"15419" 663698 24 93.7 "field_out" 0.163 0.196
"15420" 664059 25 95.2 "double" 0.197 0.259
"15421" 666969 -2 105.6 "single" 0.44 0.418
"15422" 642708 31 96.4 "field_out" 0.209 0.391
"15423" 664728 30 100.6 "home_run" 0.566 1.086
"15424" 668709 6 97.7 "field_out" 0.6 0.568
"15425" 543063 26 101 "double" 0.6 1.021
"15426" 606157 3 81.5 "field_out" 0.229 0.206
"15427" 518595 22 89.3 "double" 0.286 0.297
"15428" 669304 14 95.6 "double" 0.923 0.931
"15429" 643446 11 97.5 "single" 0.837 0.817
"15430" 660707 -23 89.8 "field_out" 0.097 0.089
"15431" 670712 11 85.7 "field_out" 0.577 0.519
"15432" 661388 17 85.2 "single" 0.934 0.908
"15433" 571976 5 98 "single" 0.554 0.511
"15434" 669357 22 75.9 "single" 0.92 0.884
"15435" 605612 19 81.6 "single" 0.883 0.846
"15436" 642165 39 94.5 "field_out" 0.066 0.116
"15437" 602074 -11 106 "field_out" 0.269 0.242
"15438" 518626 1 93.3 "field_out" 0.4 0.403
"15439" 607043 5 102.4 "field_out" 0.603 0.562
"15440" 572191 -17 95 "field_out" 0.154 0.139
"15441" 649557 -7 91.8 "field_out" 0.169 0.152
"15442" 571875 37 96.6 "field_out" 0.143 0.268
"15443" 545358 -4 103.1 "single" 0.32 0.288
"15444" 666179 8 100.9 "single" 0.686 0.633
"15445" 547989 -22 97.3 "force_out" 0.123 0.114
"15446" 665926 71 86.1 "field_out" 0.006 0.005
"15447" 620443 31 103.3 "home_run" 0.643 1.272
"15448" 592696 46 90 "field_out" 0.011 0.017
"15449" 467793 80 78.4 "field_out" 0.014 0.017
"15450" 630105 -9 97.7 "field_out" 0.251 0.238
"15451" 573262 41 83.3 "field_out" 0.023 0.027
"15452" 596129 60 89.5 "field_out" 0.011 0.013
"15453" 666185 21 99.1 "field_out" 0.323 0.406
"15454" 664761 70 63.6 "field_out" 0.006 0.007
"15455" 644374 31 79 "field_out" 0.129 0.126
"15456" 608700 -40 79.2 "field_out" 0.097 0.091
"15457" 621512 5 76.2 "field_out" 0.254 0.24
"15458" 545341 -46 35.9 "field_out" 0.251 0.243
"15459" 650859 9 84.9 "field_out" 0.471 0.43
"15460" 570731 30 92 "field_out" 0.089 0.133
"15461" 593160 -7 80.7 "single" 0.117 0.108
"15462" 664702 13 99.1 "single" 0.891 0.862
"15463" 592273 -1 107.7 "double" 0.463 0.417
"15464" 641645 0 80.2 "field_out" 0.194 0.193
"15465" 663586 3 78.1 "force_out" 0.191 0.172
"15466" 602104 -25 86.3 "field_out" 0.066 0.059
"15467" 457705 31 102 "home_run" 0.597 1.179
"15468" 592450 -30 70.7 "field_out" 0.049 0.044
"15469" 458015 -19 74.3 "field_out" 0.051 0.05
"15470" 605137 -4 99.5 "fielders_choice" 0.289 0.26
"15471" 664041 5 108.1 "single" 0.631 0.605
"15472" 593871 17 95.2 "single" 0.56 0.568
"15473" 666160 41 43.8 "field_out" 0.146 0.131
"15474" 514917 -14 90.3 "field_out" 0.123 0.111
"15475" 624413 44 79 "field_out" 0.04 0.036
"15476" 650559 11 89.3 "single" 0.674 0.613
"15477" 669221 15 100.3 "single" 0.683 0.667
"15478" 621439 3 78.3 "field_out" 0.191 0.172
"15479" 621566 13 93 "single" 0.931 0.918
"15480" 656555 18 106 "field_out" 0.574 0.716
"15481" 666915 23 107.8 "home_run" 0.926 1.751
"15482" 679631 26 96.2 "field_out" 0.254 0.347
"15483" 650489 16 105.3 "double" 0.571 0.654
"15484" 595978 1 90.3 "field_out" 0.271 0.244
"15485" 596019 12 106.8 "single" 0.903 0.949
"15486" 624414 15 103.4 "single" 0.649 0.691
"15487" 435559 25 82 "field_out" 0.283 0.276
"15488" 542583 17 73.6 "single" 0.774 0.709
"15489" 600869 18 103.6 "field_out" 0.494 0.609
"15490" 660271 20 102.3 "field_out" 0.483 0.627
"15491" 571657 -58 66.1 "field_out" 0.26 0.24
"15492" 474832 33 78.3 "field_out" 0.111 0.1
"15493" 592518 14 103.8 "field_out" 0.74 0.776
"15494" 670541 20 102.1 "field_out" 0.483 0.627
"15495" 621043 53 85.2 "field_out" 0.014 0.013
"15496" 527038 35 91.6 "field_out" 0.046 0.064
"15497" 518934 -76 57.2 "force_out" 0.191 0.172
"15498" 641645 1 97.4 "field_out" 0.426 0.4
"15499" 642715 51 91.3 "field_out" 0.017 0.022
"15500" 608369 18 76.6 "field_out" 0.926 0.877
"15501" 502110 22 105.6 "field_out" 0.837 1.427
"15502" 665742 -43 53.9 "single" 0.16 0.147
"15503" 608369 13 100.6 "single" 0.897 0.901
"15504" 666158 36 98.8 "field_out" 0.251 0.509
"15505" 666182 26 104.3 "home_run" 0.829 1.599
"15506" 641487 24 78.7 "field_out" 0.611 0.601
"15507" 621563 17 105.3 "field_out" 0.517 0.603
"15508" 670768 35 83 "field_out" 0.026 0.039
"15509" 606992 -1 101.3 "field_out" 0.4 0.376
"15510" 669222 63 46.4 "field_out" 0.014 0.013
"15511" 545121 -12 102.6 "single" 0.266 0.248
"15512" 572816 74 77.6 "field_out" 0.006 0.005
"15513" 592885 -59 75.7 "field_out" 0.251 0.232
"15514" 500871 22 99.8 "field_out" 0.374 0.482
"15515" 640461 -21 81.8 "field_out" 0.051 0.046
"15516" 663538 26 77.5 "single" 0.56 0.535
"15517" 665833 30 106.2 "home_run" 0.88 1.832
"15518" 518735 -11 82.1 "field_out" 0.114 0.105
"15519" 543309 6 93.7 "single" 0.471 0.436
"15520" 467793 18 95.8 "field_out" 0.437 0.471
"15521" 408234 -3 101.6 "field_out" 0.323 0.291
"15522" 542194 -14 83.2 "single" 0.131 0.14
"15523" 681146 42 88.6 "field_out" 0.006 0.005
"15524" 665120 -5 34.7 "single" 0.234 0.248
"15525" 670042 16 28.4 "field_out" 0.229 0.23
"15526" 681082 -9 96.7 "field_out" 0.231 0.216
"15527" 657077 37 96.6 "field_out" 0.143 0.268
"15528" 650333 16 101.9 "double" 0.529 0.566
"15529" 686469 48 84.8 "field_out" 0.003 0.003
"15530" 621438 60 87.7 "field_out" 0.011 0.011
"15531" 516782 -29 96.6 "force_out" 0.106 0.101
"15532" 606192 10 105.6 "double" 0.82 0.81
"15533" 662139 -13 93.3 "grounded_into_double_play" 0.149 0.134
"15534" 664023 21 84.3 "double" 0.549 0.52
"15535" 573131 -7 98.3 "force_out" 0.26 0.24
"15536" 571970 88 80.3 "field_out" 0.009 0.008
"15537" 467793 -33 70.4 "field_out" 0.08 0.089
"15538" 592626 19 77.9 "single" 0.969 0.932
"15539" 642350 61 88.2 "field_out" 0.009 0.008
"15540" 500743 0 93 "force_out" 0.357 0.35
"15541" 493329 31 92.9 "field_out" 0.109 0.189
"15542" 624413 32 72.3 "single" 0.606 0.596
"15543" 605170 -5 79.2 "force_out" 0.123 0.117
"15544" 621493 21 98.7 "double" 0.323 0.406
"15545" 595879 18 100 "field_out" 0.411 0.489
"15546" 672386 7 97.9 "field_out" 0.626 0.589
"15547" 623993 49 85.7 "field_out" 0.003 0.003
"15548" 669397 -8 101.2 "single" 0.257 0.231
"15549" 444482 64 82.6 "field_out" 0.006 0.005
"15550" 543068 -6 103.8 "field_out" 0.354 0.331
"15551" 669257 20 73.1 "single" 0.914 0.858
"15552" 663697 25 100.3 "double" 0.517 0.807
"15553" 596019 13 101.9 "single" 0.894 0.899
"15554" 682985 -73 52.8 "field_out" 0.2 0.18
"15555" 543592 48 69.3 "field_out" 0.203 0.198
"15556" 673548 33 97.2 "field_out" 0.197 0.364
"15557" 650859 -43 70.7 "force_out" 0.12 0.108
"15558" 668663 -12 87.4 "field_out" 0.14 0.13
"15559" 593428 18 99.5 "field_out" 0.4 0.453
"15560" 514888 71 85 "field_out" 0.006 0.005
"15561" 572233 12 96.9 "single" 0.894 0.861
"15562" 621566 23 88.4 "field_out" 0.237 0.254
"15563" 553993 53 99.1 "field_out" 0.011 0.016
"15564" 641313 -10 96.7 "field_out" 0.209 0.188
"15565" 592192 79 70.2 "field_out" 0.006 0.006
"15566" 624428 44 90.6 "field_out" 0.006 0.007
"15567" 669352 36 89.8 "field_out" 0.026 0.033
"15568" 670623 17 105.3 "field_out" 0.517 0.603
"15569" 592325 20 102.4 "double" 0.483 0.627
"15570" 676694 -2 97.5 "single" 0.34 0.326
"15571" 663586 1 82 "field_out" 0.2 0.18
"15572" 660670 87 76.1 "field_out" 0.009 0.008
"15573" 425877 17 71.6 "field_out" 0.697 0.627
"15574" 600303 -15 89.6 "field_out" 0.129 0.12
"15575" 521692 18 99.8 "single" 0.411 0.489
"15576" 665489 35 96 "field_out" 0.12 0.22
"15577" 624641 13 95.3 "double" 0.931 0.913
"15578" 663898 -37 92.1 "field_out" 0.091 0.083
"15579" 664034 31 100.8 "home_run" 0.56 1.081
"15580" 657557 2 99.9 "field_out" 0.443 0.399
"15581" 673490 -19 91.4 "field_out" 0.094 0.085
"15582" 668804 68 89.3 "field_out" 0.014 0.019
"15583" 676801 30 89.6 "field_out" 0.066 0.087
"15584" 647304 -3 85.6 "field_out" 0.171 0.154
"15585" 660271 25 100.6 "field_out" 0.56 0.884
"15586" 544725 -9 70.2 "field_out" 0.074 0.067
"15587" 669352 -6 96.8 "field_out" 0.246 0.221
"15588" 646240 59 79.4 "field_out" 0.043 0.044
"15589" 621020 -2 106 "field_out" 0.44 0.418
"15590" 621028 -8 69.5 "field_out" 0.077 0.07
"15591" 680814 23 82.3 "single" 0.509 0.496
"15592" 641796 -10 74.8 "field_out" 0.069 0.062
"15593" 518692 26 100.6 "field_out" 0.6 1.021
"15594" 578428 -13 86.1 "double_play" 0.129 0.119
"15595" 608070 16 79.3 "single" 0.843 0.802
"15596" 542364 28 84.3 "field_out" 0.103 0.11
"15597" 681082 9 102.7 "triple" 0.743 0.7
"15598" 663728 19 87.2 "single" 0.674 0.651
"15599" 642423 -36 50 "single" 0.157 0.154
"15600" 606466 -8 86.9 "field_out" 0.129 0.12
"15601" 595909 68 91.9 "field_out" 0.017 0.02
"15602" 621493 3 104 "single" 0.517 0.471
"15603" 642708 22 76.5 "single" 0.894 0.87
"15604" 664774 25 93.5 "double" 0.154 0.185
"15605" 607043 77 22.7 "field_out" 0.037 0.039
"15606" 663457 59 87.5 "field_out" 0.023 0.03
"15607" 657757 5 77.2 "field_out" 0.269 0.253
"15608" 666971 25 72.1 "single" 0.909 0.869
